text,label,word_count
On Porbandar beachside visitors often leave food wrappers and bottles that get trapped around rocks after high tide. The municipal cleaning is regular but the volume during weekends overwhelms the crew. Installing more beach bins signage encouraging carry back policies and organizing volunteer weekend beach cleans would keep the sands tidy and protect marine birds from ingesting plastics.,1,58
On the Kadi industrial corridor contractors sometimes dispose of packaging and empty drums in vacant lots rather than pay for proper disposal. The overflow attracts scavengers and creates a poor working environment. A coordinated industrial disposal plan low cost contractor pickups and strict penalties for illegal tipping are needed to prevent the spread of waste and reduce fire risk from spontaneously burned piles.,1,63
On the Palitana temple route pilgrims and roadside eateries sometimes leave bright colored plastic wrappings and food waste piled by lamp posts. During monsoon rain carries the trash into small side gullies clogging them and creating muddy impassable paths. Temple management together with civic staff could set up fast response cleanup teams and provide more bins at decision points so pilgrims have clear options rather than dropping waste on the path.,1,71
On the pilgrim lane in Dwarka offerings plastic wrappers and disposable food waste accumulate during festival days and the usual cleanup is overwhelmed. This litter blocks small drains and degrades the sacred aesthetics of the route. Working with temple committees to provide biodegradable offering bags rapid cleanup teams during large events and placing visible bins at approach points could keep pilgrimage lanes clean and respectful.,1,65
On the sugar mill approach near Bardoli residual cane waste and packaging gets stacked in roadside plots and is set alight by locals creating smoke and ash. This not only causes air pollution but also leaves charred ground. Establishing a scheduled mill waste removal process and discouraging open burning with clear penalties would protect local air quality and prevent recurring smoky evenings.,1,62
Outside Jamnagar wholesale market produce waste and plastic sacks accumulate quickly and municipal collection sometimes misses the market closing window. The waste attracts stray animals which scatter boxes across the street making early morning access difficult for residents. A shared compactor service for traders a covered collection point and an enforced closing time for waste placement would stop these large nightly piles and keep streets passable.,1,66
Outside the Mahuva fish market accumulations of fish offal and packaging create a persistent stench and attract stray animals. The waste is wet and heavy and municipal pickup is inconsistent during festivals causing overflow. Some traders burn piled waste adding smoke to the problem. A designated cold waste removal vehicle frequent cleaning during market hours and covered waste containers would keep the market cleaner and reduce disease risk for workers and shoppers.,1,72
Palanpur public garden has become patchy and poorly lit in the evenings. Many benches are vandalized and flower beds are trampled. Jogging tracks have developed cracks and puddles form after light rain making them unusable. Lack of visible security and toilets that are often closed discourage family outings. Renewed landscaping a security presence and repair of pathways and seating would restore this important community space.,2,65
Palanpur ring road had a series of intermittent patch repairs but now the road shows severe longitudinal cracking and drainage gullies that impede lateral flow. Heavy quarry trucks aggravate the issue and the road base shows signs of fatigue. Residents ask for a full pavement evaluation and a thicker overlay coupled with axle load enforcement to protect the structure and prevent rapid recurrence of distress in this heavily used link.,0,70
Palitana’s temple alleyways endure repeated shoving and pothole growth where buses brake for pilgrims. The localized distress indicates concentrated loading and inadequate subbase. Temporary tacky patches fail quickly under bus traffic creating recurring complaints. Strengthening the approach with proper subfoundation reconstruction improved bus turning radii and installing raised pedestrian refuges would reduce conflict between moving vehicles and crowds and protect both pilgrims and the pavement.,0,65
Pardi residents face nightly blackouts on alternate days. Children try to sleep in humid rooms and elders complain of breathlessness. Water pumping falls behind and morning routines collapse. The helpline acknowledges issues but dispatch is slow. Kindly assign a dedicated crew to this feeder inspect underground joints for moisture ingress and publish a weekly restoration bulletin for transparency.,3,58
Patan bypass has shallow potholes forming near intersections and temporary cones that remain too long creating confusion. Removing temporary cones replacing them with permanent delineation and performing full depth localized repairs will restore uniformity and safe navigation for drivers.,0,39
Patan city arterial has become patchwork due to recurring trench reinstatements and quick fixes which produce an irregular surface that affects city buses and cycles. Pedestrian ramps are absent at several kerb drops which complicates mobility for elderly and disabled users. A unified rehabilitation program to re level pavements provide accessible kerb ramps and finish with a durable wearing course would transform the corridor into a reliable urban spine.,0,69
Petlad families complain that voltage swings knock laptops off mid assignment and corrupt files. Students preparing for exams are anxious. POS machines in kirana stores disconnect and lines grow. Streetlights near the pond are patchy which worries walkers. Kindly balance phases along this stretch install capacitors at the substation and guarantee a stable study window each evening.,3,57
Petlad highway feeder has patches where temporary cold mixes have been used repeatedly resulting in a patchwork that fails quickly under hot sun. Buses and deliveries suffer discomfort and delays. A complete resurfacing with a thermally stable wearing course and a schedule for pre monsoon preventive maintenance would ensure reliable performance across seasons.,0,53
Pilgrims passing through Shamlaji leave plastic bottles food wrappers and ritual offerings on the roadside and smaller gullies that feed into the temple complex. These piles grow during festival seasons and block temporary drains causing localized flooding. The temple trust and town council could coordinate permanent disposal bins near high footfall spots regular festival cleanup crews and volunteer awareness drives to keep the pilgrim route clean and respectable.,1,68
Porbandar beachfront park is a magnet for families but sand drifts onto paved areas and the seating is faded and damaged. There are limited shaded areas and lighting along the promenade is spotty which makes night visits less appealing. Public toilets need more frequent cleaning after busy periods. Regular sweeping installing additional shade structures and restoring night lighting would keep the beachfront usable and safe for all visitors.,2,68
Porbandar bypass has degraded shoulders and scattered debris from adjacent activities which narrows the usable lane and increases crash potential. Clearing debris enforcing shoulder use policies and reconstructing shoulder sections would safeguard emergency stopping space and improve overall corridor performance.,0,40
Porbandar city ring road has intermittent edge collapse and missing reflective markers which reduces night time detectability of lane edges and increases run off into adjacent pedestrian zones. Cyclists are badly affected and several shops with frontages on the road see customers avoid the area. Reconstructing edge supports installing reflective markers and better lighting along the ring would restore both safety and local footfall for commerce.,0,66
Power lines in Keshod hang low and sway in wind. Outages follow every storm and restoration drags till next noon. Many houses report tingling on metal taps indicating poor earthing. Children hesitate to touch stair railings during rain. Please re tension the span add intermediate poles correct earthing at transformer locations and deploy a safety audit team before monsoon peaks.,3,60
Prantij farmers complain about frequent voltage dips that damage starters and agricultural panels. Residential lanes on the same feeder face dim lights and slow fans. The transformer near the chowk runs hot by evening. Kindly add a parallel unit redistribute load across phases and publish a clear agricultural supply timetable so irrigation can proceed without surprise stoppages.,3,57
Prantij town ground is a popular sports and events venue but the field becomes waterlogged quickly and lacks clear boundary fencing. There are no toilets or changing facilities for teams and evening floodlights are non functional. These limitations prevent organized sports and community events. Improving drainage installing basic changing rooms and restoring lights would allow regular matches and festivals to be held safely with proper spectator seating.,2,67
Prantij urban roads display frequent surface disintegration where utility works were not fully reinstated and the result is water pooling at intersections. This creates blackspots for skidding and disrupts right of way. Ensuring utility contractors sign off only after compaction standards are met and performing a follow up overlay on affected intersections will remove these recurring hazards and return predictable driving conditions.,0,62
Radhanpur city park has a lovely canopy but paths are full of tree roots creating tripping hazards. The playground rubber surfacing is torn and swings are noisy. Benches are covered with graffiti and there is no clear lighting schedule which makes evening use risky. A park renovation to lift and repave walkways repair play surfacing and provide reliable lighting would ensure safe use across all ages.,2,66
Radhanpur rural connectors have multiple low spots that become mud traps when it rains and remain impassable for days. Farmers hauling produce lose time and perishable goods spoil. Constructing raised road crowns targeted culverts and using water resistant base materials would ensure year round access and protect livelihoods reliant on timely transport of agricultural produce to markets.,0,57
Radhanpur’s outskirts suffer from unstable supply that makes borewell pumps chug and stall. Farmers miss irrigation slots and seedlings wilt. Homes nearby report tingling on metal body appliances indicating poor earthing. Streetlighting is patchy too. Please audit the feeder earthing replace cracked insulators install surge protection and keep agricultural supply windows consistent so farmers can plan water rotation properly.,3,59
Rajkot bypass shows signs of early pavement fatigue and heave around manhole covers. Leveling all covers to finished grade followed by a continuous wearing course will remove the jarring impacts and enhance the corridor for commercial and commuter traffic.,0,39
Rajkot’s inner ring has open raveling and faded lane markings leading to unpredictable driver behaviour especially during peak hours. Temporary cones are left overnight creating confusing lane restrictions. A coordinated campaign to restore lane markings apply a durable wearing treatment and remove obsolete temporary barriers would improve lane discipline and reduce minor collisions caused by last minute lane changes.,0,59
Rajpipla bus station is a critical transit node but waiting areas are narrow and there is a shortage of benches. The toilets are often unclean and water supply is intermittent. During market days the queue spills onto the road creating unsafe boarding conditions. Expanding the waiting hall improving sanitation and instituting better crowd control measures on market days would protect both commuters and pedestrians.,2,64
Rajpipla bypass suffers from standing water where side drains discharge into narrow inlets that clog easily. Replacing small inlets with larger capacity headwalls and ensuring clearance prior to monsoon would prevent ponding and pavement edge failure preserving safe access to markets and schools.,0,43
Rajpipla market shuts early because long evening cuts make shops unsafe and cash counters unusable. Families dine in the dark and children postpone study to early morning. The helpline logs complaints but technicians arrive the next day. Kindly fix the repeated fault near the old cinema replace brittle cables and ensure a dedicated crew is available during evening peak.,3,59
Rajpipla town roads have been patched repeatedly without addressing the water ingress at natural low points. Water seeps into the subgrade accelerating pavement failure and leaving potholes that reappear each season. A proper drainage correction with new cross falls removal of weak base and full depth repairs at chronic spots would end the cycle of repetitive pothole repairs and secure a durable roadway for vendors and daily commuters.,0,68
Rajula’s seaside promenade is a local gathering place but litter and broken benches spoil the view. The paved promenade has settled in places forming puddles after a light shower and the life ring stations are missing or damaged. Vendors leave waste behind and there is no dedicated cleaning crew during tourist hours. A focused clean up clearer vendor guidelines and repaired seating would make evenings pleasant again for families and visitors.,2,71
Ranavav residents report unstable voltage that damages chargers and LED drivers. After every drizzle the same feeder trips and takes hours to recover. The playground lights also stay out so children return home early. Kindly waterproof exposed joints replace damaged jumpers and provide a simple online tracker where citizens can see which team is fixing which segment.,3,57
Ranavav town access roads show multiple surface depressions and open joints at prior repair sites. Motorbikes and cyclists often use the soft shoulders which creates deep ruts and increases the risk of overturning. Reinstating a stronger base re establishing paved shoulders and filling open joints properly will reduce the need for frequent temporary patches and improve long term user safety on these links.,0,63
Ranavav town garden shows signs of neglect with plant beds overgrown and irrigation heads broken. The walking track has cracks and water pools in low spots after monsoon rains. Benches are unstable and the children’s play space is aging. A focused repair project to fix irrigation replace broken benches and resurface low lying tracks would encourage families to return for weekend recreation and make the garden a focal community space again.,2,71
Residential blocks in Jhagadia spend evenings in semi darkness as streetlights fail in entire rows. Children returning from tuition feel uneasy on the long dim road and shop shutters come down early. Home voltage swings between extremes leaving refrigerators and televisions at risk. Kindly repair the pole mounted transformer inspect cable joints and ensure daily patrols until normal brightness and stability return.,3,62
Residents of Bapunagar are tired of the illegal dumping site behind the old textile workshop. Every week new mounds of household waste and construction rubble appear and the smell is unbearable on humid evenings. Children playing nearby complain of stray dogs and the local school reports more flies than usual. Requests to municipal cleaning teams take days to process and when trucks do arrive they only clear a portion leaving the rest for scavengers. Please schedule a permanent pickup and seal the plot to stop repeat dumping.,1,87
Residents of Lathi report sudden voltage surges followed by long silent hours without power. Ceiling fans burn out and farmers say borewell starters trip repeatedly so irrigation gets pushed to midnight. Children try to study under dim emergency lamps and elders find it hard to sleep in the heat. Kindly upgrade the local transformer balance the load across feeders and publish planned shutdown timings.,3,64
Roadside verges in Bhanvad collect all manner of refuse from passing vehicles and local households leading to unsightly mounds that attract scavengers at night. The piled waste often contains glass and sharp metal posing danger to children playing nearby. Erecting small fences around green verges municipal signage on penalties and a few centralized bins with regular pickup would discourage roadside dumping and protect green edges from becoming informal landfills.,1,69
Sabarmati riverfront walkway attracts walkers and cyclists but several stretch lamps fail at night creating long dark pockets. Some benches are damaged and the decorative planters need attention. Paving near the water edge has small trip hazards and the public announcement system is not audible in busy hours. Repairing lights fixing paving and improving audio announcements would keep evening strolls safe and enjoyable for families and tourists.,2,67
Santrampur bus shed is cramped and the covered waiting area has very limited benches. During monsoon water pools in corners and the single toilet is often locked and unclean. Passengers waiting for late buses stand on the roadside which is unsafe. Expanding the shelter repairing drainage and maintaining a clean toilet area would protect commuters especially those traveling late in the evening or early morning.,2,65
Santrampur households face poor night supply and children preparing for exams feel anxious. Inverters do not last till dawn and water pumping slips. The substation is far and response times stretch. Kindly deploy a local repair crew add voltage regulators to keep phase levels steady and introduce a nightly two hour assured supply block for study and water.,3,58
Santrampur’s main road collects surface water at the shopping corridor and the standing water softens the pavement leading to deeper failure under bus loads. Shoppers must step into the road to avoid puddles and risk being brushed by passing vehicles. Regrading to improve run off installation of strategic catch pits and resurfacing with a durable wear course would keep the market accessible and reduce repeated patchwork costs.,0,67
Saputara scenic access roads are popular but several stretches display localized pavement failure and missing guardrails on steep bends. Tour buses and private vehicles worry about clear escape space and pedestrians on narrow sections have few protected walkways. Replacing worn pavement sections installing continuous guardrails and creating dedicated pull outs for scenic stops would improve visitor safety and protect drivers from dangerous sudden maneuvers.,0,64
Saputara’s lakefront walk is scenic but litter and broken benches spoil the stroll. The promenade tiles are loose in places creating trip hazards and lighting along the path is inconsistent which makes late evening walks unsafe. Public toilets are often locked and water fountains do not work. Regular sweeping repaired tiles and consistent lighting would protect visitors and boost tourism in the area.,2,63
Sarkhej colonies see recurring summer blackouts that also interrupt municipal water supply timings. People run to neighbors for buckets at dawn. Streetlights on service lanes go dark together and side streets feel unsafe. Please share a fixed evening supply schedule overhaul the substation breaker that keeps tripping and repair the lighting controller so public spaces remain illuminated.,3,57
Sayajigunj near the university has recurring surface cracking and misaligned utility covers causing sudden jolts and small accidents for two wheelers. Pedestrian crossings lack raised table treatments and cars speed through campus area increasing risk for students. Replacing misaligned lids with flush covers implementing calm speed humps near crossings and resurfacing the worn pavement sections would protect vulnerable users and make the whole area safer for daily academic life.,0,69
Sayajigunj shops lose evening business to repeated outages. Traffic on the University road becomes confusing when signals and streetlights blank out together. Hostels nearby swelter without fans and inverters drain quickly. We request a stronger urban feeder quicker restoration for traffic signals and a simple SMS system to alert residents about scheduled work at least twelve hours in advance.,3,59
Schools in Limkheda operate without reliable power through monsoon clouds. Classrooms become dark early and projectors shut down mid lesson. Teachers carry printed notes again like old times. Nearby hostels boil water on LPG because kettles barely work. Kindly stabilize the rural feeder provide backup at the school cluster and share a weekly plan so academic schedules do not suffer.,3,60
Sector 21 garden is valued by residents but footpaths have developed uneven surfaces and the fountain pumps are non functional. Benches are in need of repainting and some flower beds are overrun by grass. After sundown many lights are not usable which dissuades families from evening walks. Regular maintenance resurfacing and reliable lighting along with a gardener on site would restore this urban green oasis.,2,65
Sector 21 neighborhood streets have been cracked by tree root heave and the footpaths are uneven making pedestrian travel hazardous particularly for elders and those with disabilities. Rainwater collects in low spots and strollers and wheelchairs cannot pass easily. Repairing footpaths with root friendly designs trimming problematic roots and providing continuous low rise curbs will restore safe walking routes and reduce trip related injuries in the community.,0,67
Shahpur’s interior roads have collapsed gullies at drain inlets causing vehicles to jolt and pedestrians to take traffic lanes to avoid wet spots. The clogged rain water inlet becomes a hazard during monsoons and requires regular cleaning and a redesign to prevent future collapse. A revitalized storm water inlet design and a public schedule for clearing leaf and plastic blockage would maintain flow and protect the adjacent pavements.,0,68
Siddhpur experiences daily four to five hour cuts that start after sunset. Shops bring out candles and handheld fans whirr in cramped rooms. Families delay dinner until supply returns. Helpline promises are vague. Kindly issue a weekly schedule add another distribution transformer for the dense lane behind the hospital and deploy a mobile crew during evening peak to reduce downtime.,3,60
Sidhpur bus stand has a small passenger shelter that overwhelms with crowds during market timings. Seats are limited and the timetable board is outdated. Public toilets need deep cleaning and drinking water taps often run dry. Boarding becomes disorderly when multiple services arrive together. Expanding sheltered seating upgrading toilet maintenance and adding clearer bay numbers would reduce chaos and provide dignity to daily commuters.,2,64
Sidhpur street market produces a lot of wet waste from fresh stalls and when the municipal truck timing is too early vendors leave refuse in side alleys. These leftover piles attract pests and cause bad smells during the day. A revised pickup time keyed to actual market closure a request for traders to bag wet waste and a small composter nearby could cut the volume of waste left on streets.,1,70
Sidhpur’s main street is marred by deep potholes at drain junctions and the pedestrian walkway is narrowed by parked vehicles. During peak trade hours the carriageway becomes congested and emergency vehicles have trouble passing. Enforcing parking restrictions creating loading bays and resurfacing the worst affected pockets with full depth repairs would restore safe access and reduce delays during busy market periods.,0,61
Sihor neighborhoods report wild voltage swings that fry chargers routers and ceiling fans. Repair crews change fuses but the problem returns in two days. Streetlighting on the ring road stays erratic which invites speeding and stray cattle related accidents. Kindly test the entire feeder for load imbalance replace brittle jumpers and provide a one year surge protection plan for affected homes.,3,61
Small hamlets around Waghai remain technically electrified yet practically in the dark. Supply blinks off for long stretches and families still rely on smoky lamps. Phone charging becomes a community exercise when the line returns. Children fear walking after dusk as forest edges are unlit. Please harden the forest line with insulated conductors add solar streetlights and ensure a dependable evening slot.,3,62
Small industries in Kalavad suffer when voltage drops without warning. Cutting machines stall midway and belts snap. Owners cannot meet delivery timelines and workers lose overtime. Residential lanes also go dark when the same feeder trips. We request a new industrial feeder with better load management routine health checks of motors on poles and timely SMS alerts about shutdowns.,3,59
Songadh hilly stretches have erosion at the shoulders and missing catch bricks causing washouts during monsoon. Local residents note that the road edge often collapses into drains and there are few escape lanes for breakdowns. Proper strengthening of shoulders with retaining elements re establishment of spillover drains and routine checks before monsoon would preserve link continuity and protect travelers on these sensitive slopes.,0,63
Songadh market yard stacks perishable waste in piles while municipal pickups only come once a day which is insufficient during festival weeks. Traders complain that there is nowhere to keep wet waste until evening. Introducing additional temporary bins and an extra market day pickup after prime trading hours would eliminate piles left overnight and keep the market lanes fresh for shoppers and residents.,1,63
Songadh public park is underused because walking paths are cracked and the exercise zones are rusty. Benches need replacement and lighting fails at dusk making the park unsafe for night visitors. There is limited shade for afternoon use and trash collects after weekend gatherings. Repairing exercise equipment replacing benches and restoring consistent lighting plus a regular cleanup schedule would encourage more families to return to the park.,2,67
Songadh taluka faces weekly unscheduled blackouts affecting schools and the small health center. Vaccine fridges beep and demand attention. Home routers reset and remote work stops. Streetlights around the bus stand fail too. Kindly align maintenance with school timings create backup for the health center and fix the control box feeding the stand so public areas remain lit.,3,58
Streetlights along the Chiloda highway have been out for months. Commuters report near misses with slow moving tractors and cyclists at night. Service roads dip into complete darkness after ten. Meanwhile nearby residential pockets suffer voltage dips exactly during dinner time. We request urgent repair of control panels restoration of feeder supply to poles and stabilization measures for homes behind the highway.,3,62
Streetlights in Fatehgunj have stayed off for weeks and commuters feel uneasy returning home late. Meanwhile homes experience micro cuts that reset Wi Fi and smart locks. The feeder control box near the crossing looks rusted. Kindly refurbish the controller replace corroded terminals restore full streetlighting and stabilize evening supply so families and students feel safe walking back.,3,58
Students and residents around the hostel area in Vallabh Vidyanagar have noted bags of food waste piled by compound walls overnight. The scavenging by dogs rips open sacks and scatters waste across sidewalks making the route unhygienic for early morning walkers. Sometimes the waste blocks small storm inlets and causes mini floods on the street after rain. A simple fix could be scheduled early morning collection segregation at source and more bins to prevent night dumping.,1,76
Supply near Kadana dam colonies is unreliable and long cuts force people to carry water buckets up staircases. Elders struggle in the heat without fans. Streetlighting on the approach road fails often making late return risky. Please conduct a thorough inspection of the feeder replace weak insulators exposed near the reservoir and maintain steady morning voltage for pumping schedules.,3,59
Surat bypass sees repeated patch failures under heavy industry related traffic. A programmed overlay and ring main for diverting heavy loads at peak times would preserve the pavement and ensure continuous freight movement without frequent emergency repairs.,0,37
Surat central bus station handles many routes but waiting halls are small and benches run out quickly. Toilets are often unclean and drinking water points fail under heavy use. Digital displays freeze or show incorrect information causing confusion during transfers. Expanding sheltered seating improving hygiene regimes and ensuring accurate real time displays would considerably enhance commuter convenience and reduce stress for daily travelers.,2,63
Surat city arterial corridors form an essential part of textile and commercial distribution but many service roads have potholes littered with debris due to overloading and poor drainage. Bicycles and scooters get blocked in ruts and deliveries are delayed. A prioritized resurfacing plan combined with clear no parking zones near critical junctions and regular desilting of drains would keep freight moving and reduce micro collisions in the dense commercial neighborhoods.,0,70
Surendranagar bypass contains depressed junctions that collect rainwater and become slippery which increases accident risk. Raising junction crowns improving drainage and providing textured surface treatments at entry points would reduce skid risks and maintain year round access.,0,37
Surendranagar’s high street has recurring potholes in the bus lane which leads to sudden lane shifts and frictional conflicts. The presence of vendors spilling into the carriageway exacerbates the constraint and reduces effective lane width. Creating dedicated vendor zones outside peak hours repairing the bus lane with a higher strength wearing course and enforcing the pedestrian crossing rules would restore smooth bus operations and safer pedestrian movements.,0,67
Takhteshwar Park attracts families but the water bodies show algae growth and the fountain pump has been inactive for months. Benches have graffiti and play areas show chipped paint. The walking track surface is uneven and fills with leaves making it slippery. Thinning tree branches are a hazard in strong wind. Routine pond cleaning bench repairs and replacement of worn play surfaces would bring this park back to life.,2,69
Takhteshwar hill road has several broken slab joints and erosion at the shoulder which creates drop offs at the carriageway edge. Buses and SUVs brush vegetation at the shoulder and sightlines are reduced on bends. Installing defined kerbs reconstructing shoulders and adding chevrons and reflective markers on the bends would reduce the risk for tourist buses and local taxis that use the hill route frequently.,0,65
Tankara’s pottery workshops need steady heat but electricity cuts out mid firing. Kilns cool unevenly and batches crack leading to losses. In nearby homes ceiling fans run at half speed even at night. Streetlights on the bypass stay off for weeks. We request stronger distribution lines prioritized supply during firing hours and urgent repair of the bypass lighting control panel.,3,60
Tapi region connectors have pothole clusters near bus stops and market turns. A localized strengthening and re establishment of turning geometry along with improved drainage will stop recurring hole formation and protect daily commuters.,0,34
The Anand to nearby villages road has rutting from heavy agricultural vehicles and insufficient pavement thickness which causes wheel tracks and standing water in depressions after rains. Bus services slow dramatically leading to schedule misses and schoolchildren endure long waits in the rain. Installing reinforced shoulders redistributing heavy traffic to stronger routes and providing a resurfacing that includes proper camber and drainage would deliver a resilient road that supports both farm movement and safe public transport.,0,76
The Bodeli market approach road has random potholes and the central carriageway loses surface at utility reinstatement points. Vendors spill onto the roadway increasing congestion and emergency vehicle response times are longer due to the reduced free flow. A coordinated approach to finish all utility trenches to municipal standards followed by a continuous overlay with traffic management for markets would restore the route’s functionality and reduce risks during busy hours.,0,70
The Botad bypass has become uneven where seasonal drainage stones and debris collect in the carriageway causing punctures and reduced steering control for two wheelers. Clearing drainage channels adding barriered shoulders and resurfacing with an improved wearing course would yield immediate safety benefits and reduce repeated unplanned maintenance events that inconvenience through traffic.,0,53
The Dhanera market road is repeatedly waterlogged because side drains are clogged and pavement sections have depressed. Motorcycles and auto rickshaws skid on oily surfaces and commuters complain about the frequent stops caused by stalled vehicles in mid lane. Regular desilting of drains removal of surface oil slicks and resurfacing with improved cross fall would make market access safer and reduce the daily jams that frustrate vendors and shoppers alike.,0,70
The Dwarka temple approach road has areas of shallow potholes and patchwork failure near the ghats that cause pilgrims to jolt and lose balance when walking. Temporary barricades and cones remain too long making crowd movement difficult. A consolidated resurfacing aligned with off peak pilgrimage windows better pedestrian segregation and firm barrier management during events would support both devotion and safe circulation for large numbers of visitors.,0,67
The Ellis Bridge underpass has become a hotspot for litter after office hours with takeaway boxes plastic bottles and old furniture piling up under the flyover. Water drains choke with plastic which leads to waterlogging after monsoon showers and commuters have to wade through dirty water. Pedestrians avoid the stretch in the evening because of the stench and the swarm of stray dogs. We need regular sweepers clear signboards and CCTV to discourage fly tipping and catch repeat offenders early.,1,80
The Garbada to nearby market road has sections where the pavement has been eroded by water runoff leaving a narrowed carriageway with exposed aggregate that tears tyres. Locals say the drainage outlets are blocked with silt and plastic which prevents proper flow. A thorough de siltation program re grading of shoulders and resurfacing will protect the pavement and reduce nuisance washouts that make the road unsafe after strong rains.,0,69
The Jambusar to canal bridge approach is scoured at edges and shows exposed reinforcement near culvert ends. Heavy agricultural trolleys cause rutting and the narrowing at the bridge forces vehicles into risky overtakes. There are no guard rails on either side and visibility in the mornings is poor due to fog. Urgent embankment stabilization regrading of approaches and safety rail installation would protect both vehicles and pedestrians crossing the structure.,0,70
The Kalupur approach near the railway terminus sees heavy mixed traffic yet suffers from jarring undulations and recurring potholes. Lorries and passenger vehicles hit sudden depressions at the platform entry creating rear end near misses. Vendors park close to the carriageway narrowing lanes further. Pedestrian crossings are faded and traffic calming measures are absent outside schools. Immediate short term patching with durable material followed by a planned realignment and clearer signage for parking and crossings would ease the daily congestion and enhance safety.,0,83
The Lunawada bypass has drainage blockages that cause edge undermining and localized failure during monsoon. Clearing debris installing additional cross drains and reconstructing the compromised edges will give a resilient corridor for both local commuters and agricultural vehicles that rely on this route for market access.,0,46
The Mansa bypass suffers from inconsistent signage and narrow merging lanes where cars suddenly encounter slow moving tractors. The absence of clear acceleration lanes and worn pavement reduces driver expectation and causes rear end collisions. Reconfiguring merge geometry installing reflective signs and resurfacing the worn areas to create predictable transition zones would greatly reduce crash risk and smooth traffic movement on this busy agricultural link.,0,65
The Naroda industrial corridor has become nearly impassable during heavy traffic because repeated utility cuts and poor patching have left a scarred surface full of potholes. Two wheelers weave dangerously to avoid cracks and heavy trucks strike the exposed subgrade causing dust and flying stones. Commuters report shattered windscreens and damaged suspensions. Rain turns pockets into hidden hazards and drains choke from debris. A comprehensive resurfacing a proper compaction job and scheduled checks after utility work would restore smooth traffic flow and reduce accidents on this busy route.,0,88
The Wankaner bypass is deformed where repeated patching has left a wavy profile that increases dynamic load and causes vehicle instability at speed. Motorist complaints include steering vibrations and alignment damage. A full mill and overlay to re establish a uniform profile plus addressing base course weakness would restore comfortable and safe speeds for through traffic and reduce wear on vehicles that rely on this link.,0,66
The approach to Kadana dam has patches of rutting and cross fall issues that create superelevation problems for heavy tractors moving during monsoon. Drivers have difficulty controlling speed near the crest and accidents have been logged. Straightforward geometric improvements repaving low spots and adding rumble strips and chevrons near the crest would help control speed and improve safety for farm convoys and tourist traffic alike.,0,65
The approach to Shamlaji temple contains a mix of potholed stretches and stepped repairs across bridges that create sudden level changes. Pilgrim buses and small cars must reduce speed drastically and queues build during festivals. Temporary cones remain for weeks with no permanent fix. Regrading the approaches repairing the bridge joints and adding visible speed reduction measures would ease the pilgrim flow while reducing the risk of vehicle damage and rear end collisions.,0,73
The backlanes of Botad market see frequent dumping of vegetable leftovers and plastic by traders who close late. The piles remain overnight and spread into nearby residential entryways which makes early morning walking unpleasant and unhealthy. The market could run an agreed time for bulk waste removal every evening and provide covered removable bins for traders so waste is collected before it becomes a health hazard.,1,66
The beachfront park at Khambhaliya is popular with locals but seating and shade are sparse and the paved walkway has eroded edges creating small trip hazards. Lighting at dusk is not consistent and restroom facilities need cleaning. Proper edge repair widened shaded pergolas regular cleaning and improved signage for visitors would make the park safer and more inviting especially for evening family strolls.,2,63
The bus depot in Chhota Udepur handles many regional routes but waiting areas lack seating and shade. Public toilets are not maintained and the water cooler is often out of order. Announcements come late and boarding becomes chaotic when multiple buses arrive together. A clearly marked bay system additional seating and daily sanitation checks would improve traveler comfort and reduce dangerous crowding on the platform.,2,65
The bus stop at Ellis Bridge is heavily used by commuters but lacks basic seating and shelter. The electronic timetable board is non functional and announcements are unclear. During rains the platform floods and passengers stand in water while buses squeeze through the jam. Elderly people find no safe place to sit. A sheltered waiting area clear drainage and a working display would greatly improve daily travel comfort.,2,68
The busy bus stop near Dhanera market provides little protection from sun and rain and lacks adequate seating. The information board is faded and public toilets are unkempt. During market hours crowds spill into the road making boarding risky. Improving the shelter adding more benches relocating vendors and ensuring cleaned toilets would restore order and protect elderly passengers who currently stand exposed for long periods.,2,65
The bypass around Chhota Udepur has shallow crown inconsistencies leading to ponding in wheel paths and faster fatigue cracking. Vehicles experience hydroplaning at moderate speed during rains. Re profiling the crown ensuring continuous drainage and a wearing course designed for the expected axle loads will prevent recurring puddle formation and enhance all season safety.,0,54
The central town square in Botad sees high footfall but trash bins overflow and the lawn maintenance is irregular. Public benches are sagging and the clock tower lighting is inconsistent. During cultural programs the crowd spills over the paved areas and lacks access to clean restrooms. A scheduled lawn care program better trash collection and reinforced seating would help people relax and enjoy the town center safely.,2,67
The children park in Tharad has a slide with a broken ladder and the sandpit contains glass and debris. Rubber matting has peeled away leaving hard surfaces under swings. Lighting is dim and there is no supervising staff during evenings. Parents worry about injuries and have stopped bringing toddlers. Immediate playground safety audits replacement of damaged equipment and daily cleaning of the sand area would make the park usable again.,2,70
The coastal access road at Rajula is badly eroded with edge dropoffs and washed out sections caused by poor drainage and tidal spray. Small fishing trucks struggle to maintain safe speed and often have to reverse long stretches when encountering sunk patches. Families report dust and salt spray damaging house facades and appliances. Building a raised embankment improving side drains and using salt resistant pavement mixes along coastal stretches would reduce erosion and save repeated repair costs for a road essential to local livelihoods.,0,84
